Entiteit/Attribuut,Entiteitcode,Attribuutcode,Formaat,Datatype,Codelijst,Naam,Omschrijving;
A,NB,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,NB,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,NB,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,NB,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,NB,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,NB,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,NB,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,NB,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
"A,NB,1,RELSRT,OAN..70,,,""Soort relatie, oms."",Omschrijving van/toelichting bij het soort relatie.";
A,NB,1,RELNUM,AN..17,,,Relatienummer,Relatienummer.;
A,NB,1,SOFINR,AN..17,,,Sofinummer,Sofinummer.;
A,NB,1,BSNR,AN..17,,,Burger service nummer,Het BSN is een uniek identificerend nummer voor iedere burger die een relatie heeft met de Nederlandse overheid.;
A,NB,1,BTWNR,AN..17,,,BTW-nummer,BTW-nummer.;
"A,NB,1,ROL,AN2,,ADNROL,""Rol, code"",Code om de rol van de partij aan te geven.";
"A,NB,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
"A,NB,1,ANAAME,AN..70,,,Eigen naam,""De eigen geslachtsnaam zonder voorvoegsel en zonder de scheidingsspatie volgend op het voorvoegsel. Ontleend aan:NEN 1888:2002 """"Significant deel van de achternaam""""""";
A,NB,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,NB,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,NB,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
"A,NB,1,VOORVE,AN..10,,,Voorvoegsels eigen naam,""De verzameling van één of meer voorzetsels en/of lidwoorden die aan de EIGEN NAAM vooraf gaat en daarmee gezamenlijk de EIGEN NAAM vormt. Ontleend aan """"NEN 1888:2002 - Voorvoegsel"""".""";
"A,NB,1,EERSTV,NAN..28,,,Eerste voornaam,""Eerste voornaam. Twee elementen verbonden door een koppelteken (b.v. Jan-Pieter) wordt als één voornaam beschouwd (Uit: NEN 1888, Algemene Persoonsgegevens).""";
A,NB,1,TWEEVN,AN..70,,,Tweede en volgende voornaam,Te gebruiken indien alle voornamen nodig zijn ten behoeve van bijvoorbeeld een hypotheekakte.;
"A,NB,1,VNAMEN,AN..200,,,Voornamen,""De verzameling namen die, gescheiden door spaties, aan de geslachtsnaam voorafgaat.""";
A,NB,1,RNAAM,AN..35,,,Roepnaam,Roepnaam.;
"A,NB,1,TITEL,AN..35,,,Titels,""Alle van toepassing zijnde titels. Ook te gebruiken voor titels die achter de achternaam geplaatst worden (b.v. 'RA'). Niet te gebruiken voor een aanhef (b.v. 'De heer', 'Mevrouw').""";
"A,NB,1,GESLAC,HAN1,,ADNGES,""Geslacht, code"",Gecodeerde aanduiding van het geslacht.";
A,NB,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,NB,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,NB,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,NB,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,NB,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,NB,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,NB,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,NB,1,ADRES1,AN..70,,,Adresregel-1 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,NB,1,ADRES2,AN..70,,,Adresregel-2 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,NB,1,ADRES3,AN..70,,,Adresregel-3 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,NB,1,ADRES4,AN..70,,,Adresregel-4 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,NB,1,ADRES5,AN..70,,,Adresregel-5 (buitenland),Te gebruiken bij buitenlandse adressering.;
A,NB,1,TELNUM,AN..25,,,Telefoonnummer,Telefoonnummer.;
A,NB,1,TELNUM,WAN..25,,,Telefoonnummer werk,Telefoonnummer werk.;
A,NB,1,FAXNUM,AN..25,,,Faxnummer,Faxnummer.;
A,NB,1,MOBIEL,AN..25,,,Mobiel telefoonnummer,Mobiel telefoonnummer.;
A,NB,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,NB,1,EMAILW,AN..70,,,E-mailadres werk,E-mailadres werk.;
A,NB,1,GEBDAT,N8,D1,,Geboortedatum,Geboortedatum.;
A,NB,1,OVLJN,AN1,JN,ADNLOG,Overleden J/N,Indicatie of deze persoon is overleden.;
A,NB,1,OVLDAT,N8,D1,,Datum overlijden,Wat is de datum van het overlijden?;
A,NB,1,GEBPLT,SAN..24,,,Geboorteplaats,Geboorteplaats.;
"A,NB,1,GEBLND,AN2,,ISOLAN,""Geboorteland, code"",Code om het geboorteland aan te geven volgens de ISO-landencodetabel (ISO 3166).";
"A,NB,1,NATION,AAN2,,ISOLAN,""Nationaliteit, code"",Code om de nationaliteit aan te geven volgens de ISO-landencodetabel (ISO 3166).";
"A,NB,1,NATGBA,AN..5,,AFDGBA,""Nationaliteit GBA, code"",Nationaliteit volgens de Gemeentelijke Basis Administratie.";
"A,NB,1,BURGST,AN1,,ADNBUR,""Burgerlijke staat, code"",Gecodeerde aanduiding van de burgerlijke staat.";
A,NB,1,HUWELY,KAN1,JN,ADNLOG,Huwelijkse voorwaarden J/N,Indicatie of sprake is van huwelijkse voorwaarden.;
A,NB,1,BURGDA,TN8,D1,,Datum burgerlijke staat,Datum burgerlijke staat.;
A,NB,1,WEDUW,AN1,JN,ADNLOG,Weduwe/weduwnaar J/N,Indicatie of betrokkene weduwe/weduwnaar is.;
"A,NB,1,GSSC,AN1,,ADNGEZ,""Gezinssamenstelling, code"",Gecodeerde aanduiding van de gezinssamenstelling.";
A,NB,1,AANTKI,NN..15,A0,,Aantal kinderen,Aantal kinderen.;
"A,NB,1,IDENTD,AN1,,ADNIDD,""Identificatiedocument, code"",""Code om het soort identificatiedocument aan te geven (paspoort, ID, etc.).""";
A,NB,1,IDENNR,AN..17,,,Nummer afgifte document,Het nummer van het identificatiedocument.;
A,NB,1,IDENDA,TN8,D1,,Datum afgifte document,De datum waarop het identificatiedocument is afgegeven.;
A,NB,1,IDENPL,SAN..24,,,Plaats van afgifte document,De plaatsnaam van de gemeente die het identificatiedocument afgegeven heeft.;
"A,NB,1,SRTIRE,KAN1,,ADNGRK,""Soort incassorekening, code"",Code om het soort incassorekening aan te geven.";
"A,NB,1,BANKRK,N..10,RK,,""Bankrekeningnummer, incasso"",""Of het bankrekeningnummer wordt gevuld, of het girorekeningnummer, maar niet beide.""";
"A,NB,1,GIRORK,N..7,,,""Girorekeningnummer, incasso"",""Of het bankrekeningnummer wordt gevuld, of het girorekeningnummer, maar niet beide.""";
"A,NB,1,BIC,AN..11,,,""Bank identificatie code, incasso"",Bank Identificatie Code (BIC) van de incassorekening. Zie SEPA.";
"A,NB,1,IBAN,AN..34,RA,,""Bank account nummer, incasso"",Bank Account Nummer (IBAN) van de incassorekening. Zie SEPA.";
"A,NB,1,BANKTN,VAN..35,,,""Bankrek. incasso, ten name van"",""Bankrekening incasso, ten name van.""";
"A,NB,1,SRTTRE,KAN1,,ADNGRK,""Soort excasso/tegenrekening, code"",Code om het soort excasso/tegenrekening aan te geven.";
"A,NB,1,BNKRKS,VN..10,RK,,""Bankrekeningnummer, excasso"",Bankrekeningnummer waarop eventuele schadevergoeding uitgekeerd wordt.";
"A,NB,1,GIRRKS,VN..7,,,""Girorekeningnummer, excasso"",Girorekeningnummer waarop eventuele schadevergoeding uitgekeerd wordt.";
"A,NB,1,BICEX,AN..11,,,""Bank identificatie code, excasso"",""Bank identificatie code (BIC), excasso. Zie SEPA.""";
"A,NB,1,IBANEX,AN..34,RA,,""Bank account nummer, excasso"",""Bank account nummer (IBAN), excasso. Zie SEPA.""";
"A,NB,1,BNKTNS,VAN..35,,,""Bankrek. excasso, ten name van"",""Bankrekeningnummer excasso (schadevergoeding), ten name van.""";
"A,NB,1,LNDBAN,KAN2,,ISOLAN,""Land van bankrekening, code"",Code om het land van een bankrekening aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,NB,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,MC,1,,,,,PARTIJ MERKENCLUB,Een rechtspersoon waarin eigenaren van voer- of vaartuigen zich verenigen.;
A,MC,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,MC,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
A,MC,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,MC,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,MC,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,MC,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,NO,1,,,,,PARTIJ NOTARIS,;
A,NO,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,NO,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,NO,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,NO,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,NO,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,NO,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,NO,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,NO,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
A,NO,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,NO,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,NO,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,NO,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,NO,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,NO,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,NO,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,NO,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,NO,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,NO,1,SRTNOT,AN..5,,ADNSNT,""Soort notaris, code"",";
E,OM,1,,,,,PARTIJ OMBOUWBEDRIJF,Een rechtspersoon met als primaire activiteit het ombouwen van voer- en vaartuigen naar specifieke gebruiksfuncties.;
A,OM,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,OM,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
A,OM,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,OM,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OM,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OM,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,OM,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,OM,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,OM,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,OM,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
A,OM,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,OM,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
A,OM,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,OM,1,ADRESR,GAN..70,,,Adres regel,""Adres regel. Vrij tekst veld waar straat, huisnummer, plaats etc. ingevuld kan worden wanneer dit niet gesplitst kan worden.""";
E,OH,1,,,,,PARTIJ ONDERHOUDSBEDRIJF,Een rechtspersoon met als primaire activiteit het uitvoeren van onderhoudswerkzaamheden aan (on)roerende zaken.;
A,OH,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,OH,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
A,OH,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,OH,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OH,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OH,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,OH,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,OH,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,MT,1,,,,,PARTIJ ONDERTEKENAAR,;
A,MT,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,MT,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,MT,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,MT,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,MT,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,MT,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,MT,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,MT,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,MT,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
"A,MT,1,RELSRT,OAN..70,,,""Soort relatie, oms."",Omschrijving van/toelichting bij het soort relatie.";
"A,MT,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
"A,MT,1,ANAAME,AN..70,,,Eigen naam,""De eigen geslachtsnaam zonder voorvoegsel en zonder de scheidingsspatie volgend op het voorvoegsel. Ontleend aan:NEN 1888:2002 """"Significant deel van de achternaam""""""";
A,MT,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,MT,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,MT,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
"A,MT,1,VOORVE,AN..10,,,Voorvoegsels eigen naam,""De verzameling van één of meer voorzetsels en/of lidwoorden die aan de EIGEN NAAM vooraf gaat en daarmee gezamenlijk de EIGEN NAAM vormt. Ontleend aan """"NEN 1888:2002 - Voorvoegsel"""".""";
"A,MT,1,TITULA,TAN..5,,ADNTIT,""Titulatuur, code"",""Code om de titulatuur aan te duiden, bijvoorbeeld """"De heer"""",  Mevrouw"""".""";
"A,MT,1,TITEL,AN..35,,,Titels,""Alle van toepassing zijnde titels. Ook te gebruiken voor titels die achter de achternaam geplaatst worden (b.v. 'RA'). Niet te gebruiken voor een aanhef (b.v. 'De heer', 'Mevrouw').""";
"A,MT,1,CPAANH,FAN..10,,,Aanhef,""Vrije tekst om de correspondentie aanhef aan te duiden, bijvoorbeeld """"Geachte heer"""".""";
"A,MT,1,GESLAC,HAN1,,ADNGES,""Geslacht, code"",Gecodeerde aanduiding van het geslacht.";
A,MT,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,MT,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,MT,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
A,MT,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,MT,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
A,MT,1,GEBDAT,N8,D1,,Geboortedatum,Geboortedatum.;
A,MT,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,OW,1,,,,,PARTIJ ONDERWIJSINSTELLING,Een rechtspersoon die door de lokale overheid is erkend als zijnde een scholingsinstituut van natuurlijke personen.;
A,OW,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,OW,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
A,OW,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,OW,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OW,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OW,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,OW,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,OW,1,RELSRT,CAN..2,,ADNBEG,""Soort relatie, code"",Gecodeerde aanduiding van de soort relatie.";
"A,OW,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,OW,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,OW,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,RV,1,,,,,PARTIJ ONTVANGER,;
A,RV,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,RV,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,RV,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,RV,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,RV,1,ANAAM,AN..35,,,Naam,""Tweeledig gebruik: - Bij natuurlijke personen de achternaam zonder voorvoegsels, met eventueel achtervoegsels in zoverre dit geen titels zijn. - Bij rechtspersonen de bedrijfsnaam.""";
A,RV,1,TWEEDE,DAN..35,,,Tweede deel naam,Te gebruiken indien een achternaam of bedrijfsnaam langer is dan 35 tekens.;
A,RV,1,VOORL,AN..12,,,Voorletters,De voorletters van een natuurlijk persoon.;
A,RV,1,VOORV,AN..10,,,Voorvoegsels,Voorvoegsels worden voluit geschreven en voldoen aan de GBA-tabel voor voorvoegsels (bijvoorbeeld: Van der).;
A,RV,1,STRAAT,AN..35,,,Straat,Bevat straatnaam. Indien sprake is van correspondentie adres kan ook de aanduiding 'postbus' gebruikt worden.;
A,RV,1,HUISNR,N..5,,,Huisnummer,Bevat huisnummer. Indien sprake is van correspondentie adres kan dit ook een postbusnummer zijn.;
A,RV,1,TOEVOE,GAN..7,,,Huisnummertoevoeging,Huisnummertoevoeging.;
"A,RV,1,LOCATI,EAN..35,,,""Locatie, omschrijving"",""Nadere aanduiding van een adres. Te gebruiken indien huisnummer ontbreekt. Voorbeelden zijn: 'Poste restante Aadorp', 'Woonwagen Bambi', 'Appartement V113'.""";
A,RV,1,PLAATS,AN..24,,,Plaats,De naam van een plaats.;
A,RV,1,PCODE,AN..9,,,Postcode,Het formaat van de postcode is zodanig dat ook buitenlandse postcodes hierin opgenomen kunnen worden.;
"A,RV,1,LAND,AN2,,ISOLAN,""Land, code"",Code om een land aan te geven volgens de ISO-landencodetabel (ISO 3166).";
A,RV,1,TELNUM,AN..25,,,Telefoonnummer,Telefoonnummer.;
A,RV,1,TELNUM,WAN..25,,,Telefoonnummer werk,Telefoonnummer werk.;
A,RV,1,FAXNUM,AN..25,,,Faxnummer,Faxnummer.;
A,RV,1,MOBIEL,AN..25,,,Mobiel telefoonnummer,Mobiel telefoonnummer.;
A,RV,1,EMAIL,AN..70,,,E-mailadres,E-mailadres.;
A,RV,1,EMAILW,AN..70,,,E-mailadres werk,E-mailadres werk.;
A,RV,1,TEKST,AN..999,ME,,Tekst,Tekst.;
E,OY,1,,,,,PARTIJ OPDRACHTGEVER,;
A,OY,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,OY,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,OY,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,OY,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,OY,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,OY,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
